cause	type	doc_id	category	trick	checksum	residual	text
combo_homoglyph+invisible+case	PER	supply_0005__m1337_combo	adversarial	mut:combo		LEAK	СМИPНO­ВА Л.  O.
combo_homoglyph+invisible+case	PER	supply_0005__m1337_combo	adversarial	mut:combo		LEAK	пeтрoв а л. ​e.
combo_homoglyph+invisible+case	PER	supply_0005__m1337_combo	adversarial	mut:combo		LEAK	пЕтРоВа л­юДм иЛa еГоР­OвНа
combo_homoglyph+invisible+case	PER	supply_0005__m1337_combo	adversarial	mut:combo		LEAK	пЕтРоВа л⁠юДмИлА ЕгOp​o⁠вНа
combo_homoglyph+invisible+case	PER	supply_0005__m1337_combo	adversarial	mut:combo		LEAK	сМиРнО Вa ⁠Л. o.
combo_homoglyph+invisible+case	PER	supply_0005__m1337_combo	adversarial	mut:combo		hidden	пЕтPоВоЙ ЛюД​MиЛе eГ ОpОвН­Е
combo_homoglyph+invisible+case	PER	supply_0008__m2718_combo	adversarial	mut:combo		LEAK	cokoловой ольги  в⁠ладим ировны
combo_homoglyph+invisible+case	PER	supply_0008__m2718_combo	adversarial	mut:combo		LEAK	О.  B. СОK‍ОЛOВA
combo_homoglyph+invisible+case	PER	supply_0008__m2718_combo	adversarial	mut:combo		LEAK	ПEТPOВ А H.  Д.
combo_homoglyph+invisible+case	PER	supply_0008__m2718_combo	adversarial	mut:combo		LEAK	пe‍трова н⁠. д.
combo_homoglyph+invisible+case	PER	supply_0008__m2718_combo	adversarial	mut:combo		LEAK	петpов⁠a нaталья дмитpиев‍н­а
combo_homoglyph+invisible+case	PER	supply_0008__m2718_combo	adversarial	mut:combo		LEAK	пе⁠трoва  h. д.
combo_homoglyph+invisible+case	PER	supply_0008__m2718_combo	adversarial	mut:combo		LEAK	сОкO ЛоВa о. B­.
combo_homoglyph+invisible+case	PER	supply_0008__m2718_combo	adversarial	mut:combo		LEAK	сокол⁠овa ол‍ь га владимирoвнa
combo_homoglyph+invisible+case	PER	supply_0008__m2718_combo	adversarial	mut:combo		hidden	пЕтPоВо⁠й нАтAлЬe д­мИтРиЕв‍нЕ
combo_homoglyph+invisible+case	PER	supply_0010__m1337_combo	adversarial	mut:combo		LEAK	hо⁠виковa ольг­а андp‍еевна
combo_homoglyph+invisible+case	PER	supply_0010__m1337_combo	adversarial	mut:combo		LEAK	ИВАНО В MИXАИ Л  ПЕТPОВИЧ
combo_homoglyph+invisible+case	PER	supply_0010__m1337_combo	adversarial	mut:combo		LEAK	иВaНo‍в m. ⁠п.
combo_homoglyph+invisible+case	PER	supply_0010__m1337_combo	adversarial	mut:combo		LEAK	иВаН­Ов m‍и‍xAиЛ ПeТрОвИч
combo_homoglyph+invisible+case	PER	supply_0010__m1337_combo	adversarial	mut:combo		LEAK	нOв‍иКоВ⁠А О. а.
combo_homoglyph+invisible+case	PER	supply_0010__m1337_combo	adversarial	mut:combo		LEAK	новиkoвой⁠ ольгe анд­реев​не
combo_homoglyph+invisible+case	PER	supply_0010__m1337_combo	adversarial	mut:combo		LEAK	нов ик­oва o. a.
combo_homoglyph+invisible+case	PER	supply_0010__m1337_combo	adversarial	mut:combo		LEAK	н​oВиК OвA O. а.
combo_homoglyph+invisible+case	PER	supply_0011__m1337_combo	adversarial	mut:combo		LEAK	bОрОб ьЁв⁠ П. а.
combo_homoglyph+invisible+case	PER	supply_0011__m1337_combo	adversarial	mut:combo		LEAK	b⁠oРоБьЁв п. А‍.
combo_homoglyph+invisible+case	PER	supply_0011__m1337_combo	adversarial	mut:combo		LEAK	МИХАЙЛO­В  АРТЁ⁠M ОЛЕГОВИЧ
combo_homoglyph+invisible+case	PER	supply_0011__m1337_combo	adversarial	mut:combo		LEAK	воробьё в п. ⁠a.
combo_homoglyph+invisible+case	PER	supply_0011__m1337_combo	adversarial	mut:combo		LEAK	вороб⁠ьёв пёт‍p андpе⁠евич
combo_homoglyph+invisible+case	PER	supply_0011__m1337_combo	adversarial	mut:combo		LEAK	мИхAй⁠лОвУ AрТёMу o​лЕгОв иЧу
combo_homoglyph+invisible+case	PER	supply_0011__m1337_combo	adversarial	mut:combo		LEAK	мИхА⁠ЙлОв аРтЁм o‍лEгO ВиЧ
combo_homoglyph+invisible+case	PER	supply_0011__m1337_combo	adversarial	mut:combo		LEAK	миxайлов ар тё‍m oле гович
combo_homoglyph+invisible+case	PER	supply_0011__m1337_combo	adversarial	mut:combo		LEAK	ми⁠хайлoв ​a. o.
combo_homoglyph+invisible+case	PER	works_0001__m1337_combo	adversarial	mut:combo		LEAK	boлко­в ‍ юрий дmит pи­евич
combo_homoglyph+invisible+case	PER	works_0001__m1337_combo	adversarial	mut:combo		LEAK	ГYСЕВА ​Ю. А .
combo_homoglyph+invisible+case	PER	works_0001__m1337_combo	adversarial	mut:combo		LEAK	вoлк⁠ов юрий дми тpиеви ч
combo_homoglyph+invisible+case	PER	works_0001__m1337_combo	adversarial	mut:combo		LEAK	в oлкoв ю. ‍д.
combo_homoglyph+invisible+case	PER	works_0001__m1337_combo	adversarial	mut:combo		LEAK	волко⁠в‍a юрия‍ дмитриeвича
combo_homoglyph+invisible+case	PER	works_0001__m1337_combo	adversarial	mut:combo		LEAK	гY​СeВoЙ Юл​и​и аЛеКсЕеВнЫ
combo_homoglyph+invisible+case	PER	works_0001__m1337_combo	adversarial	mut:combo		LEAK	гусева\n⁠юлия а­лeксее​внa
combo_homoglyph+invisible+case	PER	works_0001__m1337_combo	adversarial	mut:combo		LEAK	ю. ​а. гyсe вa
combo_homoglyph+invisible+case	PER	works_0006__m2718_combo	adversarial	mut:combo		LEAK	HО­ВИК OВ‍ АНДPЕ‍Й ДMИТРИЕВИ‍Ч
combo_homoglyph+invisible+case	PER	works_0006__m2718_combo	adversarial	mut:combo		LEAK	НО ВИКОВ AНДРЕЙ ДМ­ИТР​ИEВИЧ
combo_homoglyph+invisible+case	PER	works_0006__m2718_combo	adversarial	mut:combo		LEAK	бEлЯeВ ‍аНдРеЙ​ иВаНo вИч
combo_homoglyph+invisible+case	PER	works_0006__m2718_combo	adversarial	mut:combo		LEAK	бEлЯеВу  АнДр‍еЮ ИвAнОв иЧу
combo_homoglyph+invisible+case	PER	works_0006__m2718_combo	adversarial	mut:combo		LEAK	бEл⁠яЕв­ А. и.
combo_homoglyph+invisible+case	PER	works_0006__m2718_combo	adversarial	mut:combo		LEAK	бЕлЯеВ‍ аНд‍рEй
combo_homoglyph+invisible+case	PER	works_0006__m2718_combo	adversarial	mut:combo		LEAK	бе­ляев андрей ⁠ив‍анoвич
combo_homoglyph+invisible+case	PER	works_0006__m2718_combo	adversarial	mut:combo		LEAK	нOвИкОв а н дPeЙ Дm⁠иТрИеВиЧ
combo_homoglyph+invisible+case	PER	works_0006__m2718_combo	adversarial	mut:combo		LEAK	нOвИкО В AнДpЕй дМ‍И⁠ТрИeВиЧ
combo_homoglyph+invisible+case	PER	works_0006__m2718_combo	adversarial	mut:combo		LEAK	н​оВиK‍Oв a. Д.
combo_homoglyph+invisible+case	PER	works_0007__m1337_combo	adversarial	mut:combo		LEAK	k­рыловой е‍катeри ны ивaновны
combo_homoglyph+invisible+case	PER	works_0007__m1337_combo	adversarial	mut:combo		LEAK	К­Р​ЫЛОВOЙ EКА​ТЕPИНЫ ИВAНОВНЫ
combo_homoglyph+invisible+case	PER	works_0007__m1337_combo	adversarial	mut:combo		LEAK	П­OПОВ И. П.
combo_homoglyph+invisible+case	PER	works_0007__m1337_combo	adversarial	mut:combo		LEAK	ПОПO В ИВАН ‍ПA​ВЛОВИЧ
combo_homoglyph+invisible+case	PER	works_0007__m1337_combo	adversarial	mut:combo		LEAK	кРыЛoВ­A Е. ​И.
combo_homoglyph+invisible+case	PER	works_0007__m1337_combo	adversarial	mut:combo		LEAK	п­oпoвa‍ ивана павлови⁠ча
combo_homoglyph+invisible+case	PER	works_0008__m1337_combo	adversarial	mut:combo		LEAK	BОЛKOВA ‍Е.  Д.
combo_homoglyph+invisible+case	PER	works_0008__m1337_combo	adversarial	mut:combo		LEAK	E. Д. ВО‍ЛKO ВА
combo_homoglyph+invisible+case	PER	works_0008__m1337_combo	adversarial	mut:combo		LEAK	ГYС⁠ЕВА иPиНа  ОлЕг оВнA
combo_homoglyph+invisible+case	PER	works_0008__m1337_combo	adversarial	mut:combo		LEAK	ГУCЕВA И РИНA OЛ ЕГ​ОВНА
combo_homoglyph+invisible+case	PER	works_0008__m1337_combo	adversarial	mut:combo		LEAK	ГУСЕ ВА\nИPИНА  ОЛEГOВ‍НА
combo_homoglyph+invisible+case	PER	works_0008__m1337_combo	adversarial	mut:combo		LEAK	гYсEв a ‍И­РиНа оЛ​Ег​оВнА
combo_homoglyph+invisible+case	PER	works_0008__m1337_combo	adversarial	mut:combo		LEAK	гY⁠CеВa⁠ И­РиНа оЛеГоВнА
combo_homoglyph+invisible+case	PER	works_0008__m1337_combo	adversarial	mut:combo		LEAK	гyсев а­ и. о.
combo_homoglyph+invisible+case	PER	works_0008__m1337_combo	adversarial	mut:combo		LEAK	гУсЕв­a и. О⁠.
combo_homoglyph+invisible+case	PER	works_0008__m1337_combo	adversarial	mut:combo		hidden	BОЛКОВА ЕКАТ⁠ЕPИНA⁠ ДМИТРИ EВНА
combo_homoglyph+invisible+case	PER	works_0008__m1337_combo	adversarial	mut:combo		hidden	Г​У⁠СЕВ OЙ ИРИНЕ ОЛEГОВНE
combo_homoglyph+invisible+case	PER	works_0008__m1337_combo	adversarial	mut:combo		hidden	вО⁠ЛкОвОй еKаТеPи​нЫ Д МиТрИеВнЫ
combo_homoglyph+invisible+case	PHONE	agency_0001__m1337_combo	adversarial	mut:combo		LEAK	8(383)22 1338​б
combo_homoglyph+invisible+case	PHONE	agency_0001__m1337_combo	adversarial	mut:combo		LEAK	8-383-Ч 04-‍8б-75
combo_homoglyph+invisible+case	PHONE	agency_0001__m1337_combo	adversarial	mut:combo		LEAK	84б 82б85 1Ч
combo_homoglyph+invisible+case	PHONE	agency_0004__m2718_combo	adversarial	mut:combo		LEAK	+7 (8Ч­3) 593- 7⁠Ч-88
combo_homoglyph+invisible+case	PHONE	agency_0004__m2718_combo	adversarial	mut:combo		LEAK	+7⁠  (Ч95) 399-19-⁠67
combo_homoglyph+invisible+case	PHONE	agency_0004__m2718_combo	adversarial	mut:combo		hidden	+7 (8Ч6)‍ 539-­27-‍51
combo_homoglyph+invisible+case	PHONE	agency_0006__m1337_combo	adversarial	mut:combo		LEAK	+7 (Ч99) ‍12­0-3 8-92
combo_homoglyph+invisible+case	PHONE	agency_0006__m1337_combo	adversarial	mut:combo		LEAK	+‍7 (8 43) 653 -8І-9З
combo_homoglyph+invisible+case	PHONE	agency_0006__m1337_combo	adversarial	mut:combo		hidden	+7 (З83) 948 -Ч 2­-76
combo_homoglyph+invisible+case	PHONE	agency_0006__m1337_combo	adversarial	mut:combo		hidden	+7  (812) ­794-5 8-бО
combo_homoglyph+invisible+case	PHONE	agency_0007__m1337_combo	adversarial	mut:combo		LEAK	+7 (4‍9 9) ⁠Ч98-48-І9
combo_homoglyph+invisible+case	PHONE	agency_0007__m1337_combo	adversarial	mut:combo		LEAK	+7 (З83) 795-​І0 - 21
combo_homoglyph+invisible+case	PHONE	agency_0007__m1337_combo	adversarial	mut:combo		LEAK	+7  (8Ч3) 2‍32-6­7-33
combo_homoglyph+invisible+case	PHONE	agency_0007__m1337_combo	adversarial	mut:combo		LEAK	+7⁠ (8Ч3) 53 3-89​-47
combo_homoglyph+invisible+case	PHONE	cession_0003__m1337_combo	adversarial	mut:combo		LEAK	+7 (8Ч3)  5⁠68-72-­1Ч
combo_homoglyph+invisible+case	PHONE	cession_0003__m1337_combo	adversarial	mut:combo		LEAK	+7 (8Чб) 5​8 2 -29-75
combo_homoglyph+invisible+case	PHONE	cession_0003__m1337_combo	adversarial	mut:combo		LEAK	+7  ​(812) І2О-42-⁠З1
combo_homoglyph+invisible+case	PHONE	cession_0008__m2718_combo	adversarial	mut:combo		LEAK	+7 (843) ­54‍9-5Ч⁠-84
combo_homoglyph+invisible+case	PHONE	cession_0008__m2718_combo	adversarial	mut:combo		LEAK	+7​ (Ч9‍5) 270-б7-‍65
combo_homoglyph+invisible+case	PHONE	cession_0008__m2718_combo	adversarial	mut:combo		LEAK	+ 7 (Ч9⁠9) 267‍-59-89
combo_homoglyph+invisible+case	PHONE	cession_0008__m2718_combo	adversarial	mut:combo		LEAK	+⁠7 (8ЧЗ) 32З⁠-­69-57
combo_homoglyph+invisible+case	PHONE	cession_0008__m2718_combo	adversarial	mut:combo		hidden	+7 (49​9) 58З-65-19 дo⁠б . 3Ч3
combo_homoglyph+invisible+case	PHONE	labor_0001__m1337_combo	adversarial	mut:combo		LEAK	+7 (⁠84⁠6) 692-2І-​ІІ
combo_homoglyph+invisible+case	PHONE	labor_0001__m1337_combo	adversarial	mut:combo		LEAK	+7 ­(499) 7­59-Ч 2-13
combo_homoglyph+invisible+case	PHONE	labor_0001__m1337_combo	adversarial	mut:combo		LEAK	+​7 ­(812) 988-61-­5З
combo_homoglyph+invisible+case	PHONE	labor_0002__m1337_combo	adversarial	mut:combo		LEAK	+7 (​8Ч3) 753-62‍-8 7
combo_homoglyph+invisible+case	PHONE	labor_0002__m1337_combo	adversarial	mut:combo		LEAK	+ 7 (Ч 99) 318-Ч9‍-86
combo_homoglyph+invisible+case	PHONE	labor_0002__m1337_combo	adversarial	mut:combo		LEAK	+‍7 (8І2⁠) ⁠837-20-61
combo_homoglyph+invisible+case	PHONE	labor_0007__m1337_combo	adversarial	mut:combo		LEAK	+7 (84​б) 8‍20-75­-2І
combo_homoglyph+invisible+case	PHONE	labor_0007__m1337_combo	adversarial	mut:combo		LEAK	+7 ­(499) ­271-6⁠7-Ч8
combo_homoglyph+invisible+case	PHONE	labor_0007__m1337_combo	adversarial	mut:combo		LEAK	+7​  (8Ч6)‍ 343-95-98
combo_homoglyph+invisible+case	PHONE	lease_0001__m1337_combo	adversarial	mut:combo		LEAK	+7 (499)  Ч15‍-27 -9З
combo_homoglyph+invisible+case	PHONE	lease_0001__m1337_combo	adversarial	mut:combo		LEAK	+7 (4​95) 451-1‍2-3⁠З
combo_homoglyph+invisible+case	PHONE	lease_0001__m1337_combo	adversarial	mut:combo		LEAK	+7‍  (84З‍) 608-73-ЧЧ
combo_homoglyph+invisible+case	PHONE	lease_0002__m2718_combo	adversarial	mut:combo		LEAK	+7 (8­Ч6) 500‍-15​-56
combo_homoglyph+invisible+case	PHONE	lease_0002__m2718_combo	adversarial	mut:combo		LEAK	+7 (8І​2) Ч­9­8-96-69
combo_homoglyph+invisible+case	PHONE	lease_0002__m2718_combo	adversarial	mut:combo		LEAK	+7  (8І2)​ 88‍5-18-86
combo_homoglyph+invisible+case	PHONE	lease_0002__m2718_combo	adversarial	mut:combo		LEAK	+7­ (Ч99) 337-1 3 -72
combo_homoglyph+invisible+case	PHONE	lease_0007__m1337_combo	adversarial	mut:combo		LEAK	+7 (4 9‍9) 534-5О- 72
combo_homoglyph+invisible+case	PHONE	lease_0007__m1337_combo	adversarial	mut:combo		LEAK	+7 (8⁠І 2) 24З-95⁠-44
combo_homoglyph+invisible+case	PHONE	lease_0007__m1337_combo	adversarial	mut:combo		LEAK	+‍7 (383­) І1⁠7-46-27
combo_homoglyph+invisible+case	PHONE	loan_0001__m1337_combo	adversarial	mut:combo		LEAK	+7 (495)­ 978-​9 4-1Ч
combo_homoglyph+invisible+case	PHONE	loan_0001__m1337_combo	adversarial	mut:combo		LEAK	+7 (З 83) 892-58 -​83
combo_homoglyph+invisible+case	PHONE	loan_0001__m1337_combo	adversarial	mut:combo		LEAK	+7­ (‍8І2) 258-41-2⁠9
combo_homoglyph+invisible+case	PHONE	loan_0004__m2718_combo	adversarial	mut:combo		LEAK	+7 (38 3 ) 4­27-99-З9
combo_homoglyph+invisible+case	PHONE	loan_0004__m2718_combo	adversarial	mut:combo		LEAK	+7 ‍(49 5) 2Ч2⁠-93-14
combo_homoglyph+invisible+case	PHONE	loan_0004__m2718_combo	adversarial	mut:combo		LEAK	+⁠7 (8 12) 169​-3б-77
combo_homoglyph+invisible+case	PHONE	loan_0006__m1337_combo	adversarial	mut:combo		LEAK	+7 495 815­ ­22 Ч8
combo_homoglyph+invisible+case	PHONE	loan_0006__m1337_combo	adversarial	mut:combo		LEAK	+7 499  ІО4 39 З‍5
combo_homoglyph+invisible+case	PHONE	loan_0006__m1337_combo	adversarial	mut:combo		LEAK	8-8 І­2-290-26-70
combo_homoglyph+invisible+case	PHONE	loan_0007__m1337_combo	adversarial	mut:combo		LEAK	+7 (81 2) 18­Ч​-27-5О
combo_homoglyph+invisible+case	PHONE	loan_0007__m1337_combo	adversarial	mut:combo		LEAK	+7 (­84‍б) 247 -37-73
combo_homoglyph+invisible+case	PHONE	loan_0007__m1337_combo	adversarial	mut:combo		LEAK	+7  (8 Ч6) 9­6б-45-68
combo_homoglyph+invisible+case	PHONE	sale_0003__m1337_combo	adversarial	mut:combo		LEAK	+7 (846) 9​86-9⁠Ч- 46
combo_homoglyph+invisible+case	PHONE	sale_0003__m1337_combo	adversarial	mut:combo		LEAK	+7 (8‍4б) 985-­52 -92
combo_homoglyph+invisible+case	PHONE	sale_0003__m1337_combo	adversarial	mut:combo		LEAK	+7  (38З)  213- б1-92
combo_homoglyph+invisible+case	PHONE	sale_0008__m2718_combo	adversarial	mut:combo		LEAK	+7 (8 4З) 571⁠-93‍-12
combo_homoglyph+invisible+case	PHONE	sale_0008__m2718_combo	adversarial	mut:combo		LEAK	+7 ( 4‍95) ­4І5-41-8І
combo_homoglyph+invisible+case	PHONE	sale_0008__m2718_combo	adversarial	mut:combo		LEAK	+​7 (8⁠4З)  Ч62-46-23
combo_homoglyph+invisible+case	PHONE	sale_0009__m1337_combo	adversarial	mut:combo		LEAK	+7 (495 )  315-8б-2⁠1
combo_homoglyph+invisible+case	PHONE	sale_0009__m1337_combo	adversarial	mut:combo		LEAK	+7 (8І2) 8 05​-31-1­4
combo_homoglyph+invisible+case	PHONE	sale_0009__m1337_combo	adversarial	mut:combo		LEAK	+7  (383 ) З3б-Ч2‍-2б
combo_homoglyph+invisible+case	PHONE	services_0001__m1337_combo	adversarial	mut:combo		LEAK	+7 (38З ) 6‍24 -86-84
combo_homoglyph+invisible+case	PHONE	services_0001__m1337_combo	adversarial	mut:combo		LEAK	+7 (8І­2) І 47-9‍8-72
combo_homoglyph+invisible+case	PHONE	services_0001__m1337_combo	adversarial	mut:combo		LEAK	+7  (Ч95 ) 2О2-6Ч -96
combo_homoglyph+invisible+case	PHONE	services_0007__m1337_combo	adversarial	mut:combo		LEAK	+7 ( 8Чб)​ 877⁠-Ч8-7Ч
combo_homoglyph+invisible+case	PHONE	services_0007__m1337_combo	adversarial	mut:combo		LEAK	+7  (495) Ч6­б-7З- 44
combo_homoglyph+invisible+case	PHONE	services_0007__m1337_combo	adversarial	mut:combo		LEAK	+7  (495) 270-47‍-2​З
combo_homoglyph+invisible+case	PHONE	services_0008__m2718_combo	adversarial	mut:combo		LEAK	+7 (​З83) 448-8З­-9 0
combo_homoglyph+invisible+case	PHONE	services_0008__m2718_combo	adversarial	mut:combo		LEAK	+­7 (495 ) 2б5-​97-б7
combo_homoglyph+invisible+case	PHONE	services_0008__m2718_combo	adversarial	mut:combo		LEAK	+‍7​ (499) ‍бб6-79-6І
combo_homoglyph+invisible+case	PHONE	services_0010__m1337_combo	adversarial	mut:combo		LEAK	8-8Ч3-72 3-52- 24
combo_homoglyph+invisible+case	PHONE	services_0010__m1337_combo	adversarial	mut:combo		LEAK	8 (Ч99)3397 1З9
combo_homoglyph+invisible+case	PHONE	services_0010__m1337_combo	adversarial	mut:combo		LEAK	8​-84З-8­б4-94-31
combo_homoglyph+invisible+case	PHONE	services_0010__m1337_combo	adversarial	mut:combo		hidden	+7 (Ч95) 90​5-88-​Ч4 д­об. 188
combo_homoglyph+invisible+case	PHONE	services_0010__m1337_combo	adversarial	mut:combo		hidden	+7  8Ч3 887 77 4​6
combo_homoglyph+invisible+case	PHONE	services_0013__m1337_combo	adversarial	mut:combo		LEAK	+7 (4‍99) 6Ч8 -55 -69
combo_homoglyph+invisible+case	PHONE	services_0013__m1337_combo	adversarial	mut:combo		LEAK	+7 ‍(8⁠12­) І21-34-72
combo_homoglyph+invisible+case	PHONE	services_0013__m1337_combo	adversarial	mut:combo		LEAK	+7 ⁠(­499) 95⁠І-З8-88
combo_homoglyph+invisible+case	PHONE	services_0013__m1337_combo	adversarial	mut:combo		LEAK	+⁠7 (З83) 5​43-І​9-27
combo_homoglyph+invisible+case	PHONE	supply_0005__m1337_combo	adversarial	mut:combo		LEAK	+7 (499)  9‍О6-98‍-5І
combo_homoglyph+invisible+case	PHONE	supply_0005__m1337_combo	adversarial	mut:combo		LEAK	+7 (­8Ч3) 8б7 -40- 96
combo_homoglyph+invisible+case	PHONE	supply_0005__m1337_combo	adversarial	mut:combo		LEAK	+7 (Ч95)​ 800- 5‍І-83
combo_homoglyph+invisible+case	PHONE	supply_0008__m2718_combo	adversarial	mut:combo		LEAK	+7 (499) 28 Ч-9‍8-8‍7
combo_homoglyph+invisible+case	PHONE	supply_0008__m2718_combo	adversarial	mut:combo		LEAK	+7 (8Ч6)  б29​-70-​97
combo_homoglyph+invisible+case	PHONE	supply_0008__m2718_combo	adversarial	mut:combo		LEAK	+7 (Ч95⁠) 667­-23‍-12
combo_homoglyph+invisible+case	PHONE	supply_0008__m2718_combo	adversarial	mut:combo		LEAK	+‍7 (­Ч 99) 228-Ч6-12
combo_homoglyph+invisible+case	PHONE	supply_0010__m1337_combo	adversarial	mut:combo		LEAK	+7 (38⁠З) 65​2-Іб- 78
combo_homoglyph+invisible+case	PHONE	supply_0010__m1337_combo	adversarial	mut:combo		LEAK	+7 (8Чб⁠) 755-8­8​-75
combo_homoglyph+invisible+case	PHONE	supply_0010__m1337_combo	adversarial	mut:combo		hidden	+7 ­(‍84б) 4З2-98-8​2
combo_homoglyph+invisible+case	PHONE	supply_0011__m1337_combo	adversarial	mut:combo		LEAK	+7 (49‍9‍) І1Ч-2⁠6-67
combo_homoglyph+invisible+case	PHONE	supply_0011__m1337_combo	adversarial	mut:combo		LEAK	+7  (‍846) 5ІО -50-89
combo_homoglyph+invisible+case	PHONE	supply_0011__m1337_combo	adversarial	mut:combo		LEAK	+‍7 (8Ч6)  273-І 2-40
combo_homoglyph+invisible+case	PHONE	works_0001__m1337_combo	adversarial	mut:combo		LEAK	+7 (4​95)  54⁠7-74-6З
combo_homoglyph+invisible+case	PHONE	works_0001__m1337_combo	adversarial	mut:combo		LEAK	+7 (З8 3) 255-14- 4⁠2
combo_homoglyph+invisible+case	PHONE	works_0001__m1337_combo	adversarial	mut:combo		LEAK	+7­ ​(‍8ЧЗ) 635-ІЗ-30
combo_homoglyph+invisible+case	PHONE	works_0001__m1337_combo	adversarial	mut:combo		LEAK	+ 7 (8Ч6) 399-53-‍9‍3
combo_homoglyph+invisible+case	PHONE	works_0006__m2718_combo	adversarial	mut:combo		LEAK	+7  (495) ‍68 8-43-бЧ
combo_homoglyph+invisible+case	PHONE	works_0006__m2718_combo	adversarial	mut:combo		LEAK	+7  (8Ч⁠З) 2І7 -18-62
combo_homoglyph+invisible+case	PHONE	works_0006__m2718_combo	adversarial	mut:combo		LEAK	+ 7  (З83)­ 837-47-98
combo_homoglyph+invisible+case	PHONE	works_0007__m1337_combo	adversarial	mut:combo		LEAK	+7 (8І2) ⁠2Ч 7- 80-92
combo_homoglyph+invisible+case	PHONE	works_0007__m1337_combo	adversarial	mut:combo		LEAK	+7­ (846) 29б⁠-80-­58
combo_homoglyph+invisible+case	PHONE	works_0007__m1337_combo	adversarial	mut:combo		LEAK	+7​ (8­Ч6)‍ 126-78-14
combo_homoglyph+invisible+case	PHONE	works_0008__m1337_combo	adversarial	mut:combo		LEAK	+7 (383­) 9О5 -​25-87
combo_homoglyph+invisible+case	PHONE	works_0008__m1337_combo	adversarial	mut:combo		LEAK	+7 (81⁠2) 816­-І3⁠-71
combo_homoglyph+invisible+case	PHONE	works_0008__m1337_combo	adversarial	mut:combo		LEAK	+7 (8­43‍) Ч4І- 64-57
combo_homoglyph+invisible+case	PHONE	works_0008__m1337_combo	adversarial	mut:combo		LEAK	+7 ( 8⁠4­6) 434-8Ч-89
combo_homoglyph+invisible+case	PHONE	works_0008__m1337_combo	adversarial	mut:combo		LEAK	+‍7 (8Ч6)  45­0 -­50-57
covered_by_neighbor_wrongtype	ACCOUNT	agency_0002__m2718_digit_spaces	adversarial	mut:digit_spaces		hidden	408 0 2810 4 \n451 4 59015 97
covered_by_neighbor_wrongtype	ACCOUNT	supply_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		hidden	301018-102000-000-00593-
covered_by_neighbor_wrongtype	ACCOUNT	supply_0008__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	hidden	40702810-4595-130097-17
covered_by_neighbor_wrongtype	ADDRESS	agency_0003	adversarial	dense_line		LEAK	Новосибирск  Мира 18
covered_by_neighbor_wrongtype	ADDRESS	labor_0005	adversarial	dense_line		LEAK	Екатеринбург  Строителей 16
covered_by_neighbor_wrongtype	ADDRESS	loan_0009	adversarial	dense_line		LEAK	Новосибирск  Пушкина 37
covered_by_neighbor_wrongtype	BIK	agency_0002__m2718_digit_spaces	adversarial	mut:digit_spaces		hidden	049-205603
covered_by_neighbor_wrongtype	BIK	agency_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		hidden	049-2-05-60-3
covered_by_neighbor_wrongtype	INN	agency_0004	adversarial	glued_to_prev_entity		hidden	3912361602
covered_by_neighbor_wrongtype	INN	agency_0004__m1337_digit_spaces	adversarial	mut:digit_spaces		hidden	391-236160-2
covered_by_neighbor_wrongtype	INN	agency_0004__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	489-255-10-7-291-
covered_by_neighbor_wrongtype	INN	agency_0008	adversarial	dense_line		LEAK	6597769253
covered_by_neighbor_wrongtype	INN	agency_0009	adversarial	glued_to_prev_entity		hidden	7649153997
covered_by_neighbor_wrongtype	INN	agency_0009__m2718_case	adversarial	glued_to_prev_entity		hidden	7649153997
covered_by_neighbor_wrongtype	INN	cession_0005	adversarial	glued_to_prev_entity		hidden	1987202275
covered_by_neighbor_wrongtype	INN	cession_0005__m2718_case	adversarial	glued_to_prev_entity		hidden	1987202275
covered_by_neighbor_wrongtype	INN	labor_0005	adversarial	dense_line		hidden	3478735100
covered_by_neighbor_wrongtype	INN	labor_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		hidden	3478-7351-00
covered_by_neighbor_wrongtype	INN	labor_0006	adversarial	glued_to_prev_entity		hidden	8174351040
covered_by_neighbor_wrongtype	INN	labor_0006__m1337_case	adversarial	glued_to_prev_entity		hidden	8174351040
covered_by_neighbor_wrongtype	INN	labor_0011	adversarial	glued_to_prev_entity		hidden	2779604218
covered_by_neighbor_wrongtype	INN	labor_0011__m1337_digit_spaces	adversarial	mut:digit_spaces		hidden	2779 60 42 1 8
covered_by_neighbor_wrongtype	INN	lease_0005__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	hidden	613632550-279-
covered_by_neighbor_wrongtype	INN	loan_0003	adversarial	glued_to_prev_entity		hidden	5562653470
covered_by_neighbor_wrongtype	INN	loan_0003__m2718_case	adversarial	glued_to_prev_entity		hidden	5562653470
covered_by_neighbor_wrongtype	INN	loan_0005__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	hidden	7230-11-17-1132-
covered_by_neighbor_wrongtype	INN	sale_0006	adversarial	glued_to_prev_entity		hidden	3443442638
covered_by_neighbor_wrongtype	INN	sale_0006__m2718_digit_spaces	adversarial	mut:digit_spaces		hidden	34434426 38
